D_Airport Rating,D_Airport On Time Rating,D_Airport Service Rating,A_Airport Rating,A_Airport On Time Rating,A_Airport Service Rating,D_Delay,Duration,A_Delay,C_Rating,C_Market Share,C_Load Factor,C_On Time Performance Rating,D_DewPointC,D_WindGustKmph,D_cloudcover,D_humidity,D_precipMM,D_pressure,D_tempC,D_visibility,D_winddirDegree,D_windspeedKmph,D_Time,A_DewPointC,A_WindGustKmph,A_cloudcover,A_humidity,A_precipMM,A_pressure,A_tempC,A_visibility,A_winddirDegree,A_windspeedKmph,A_Time,BLR-BOM,BLR-DEL,BOM-DEL,CCU-DEL,DEL-HYD,Air Asia,Air India,Go Air,Indigo,Spicejet,Vistara
7.00,8.50,8.70,7.99,7.30,9.10,1.00,130.00,1.00,7.20,8.80,93.30,91.80,25.00,17.00,52.00,79.00,0.00,998.00,29.00,10.00,235.00,12.00,5.00,23.00,8.00,25.00,54.00,0.00,996.00,34.00,10.00,88.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,19.00,126.00,15.00,7.20,8.80,93.30,91.80,26.00,14.00,50.00,85.00,0.10,1000.00,28.00,10.00,89.00,10.00,6.00,24.00,10.00,49.00,59.00,0.60,999.00,34.00,8.00,98.00,7.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,15.00,0.00,5.00,7.20,8.80,93.30,91.80,24.00,12.00,39.00,80.00,0.10,1009.00,28.00,10.00,214.00,8.00,6.00,20.00,6.00,22.00,52.00,0.00,1010.00,31.00,10.00,94.00,5.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,13.00,117.00,0.00,7.20,8.80,93.30,91.80,11.00,9.00,0.00,49.00,0.00,1018.00,22.00,10.00,350.00,8.00,5.00,1.00,5.00,0.00,25.00,0.00,1019.00,22.00,10.00,293.00,4.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,2.00,113.00,-15.00,7.20,8.80,93.30,91.80,25.00,14.00,9.00,77.00,0.00,1008.00,30.00,10.00,172.00,11.00,5.00,9.00,8.00,4.00,22.00,0.00,1007.00,34.00,10.00,161.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,-1.00,116.00,-15.00,7.20,8.80,93.30,91.80,24.00,19.00,4.00,74.00,0.00,1008.00,30.00,10.00,186.00,15.00,5.00,10.00,12.00,0.00,23.00,0.00,1007.00,35.00,10.00,180.00,10.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,13.00,122.00,5.00,7.20,8.80,93.30,91.80,22.00,28.00,0.00,66.00,0.00,1007.00,29.00,10.00,202.00,19.00,5.00,8.00,12.00,16.00,20.00,0.00,1006.00,34.00,10.00,331.00,10.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,-1.00,114.00,-16.00,7.20,8.80,93.30,91.80,22.00,26.00,3.00,61.00,0.00,1006.00,30.00,10.00,201.00,18.00,5.00,15.00,20.00,43.00,40.00,0.00,1007.00,30.00,10.00,157.00,16.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,7.00,128.00,4.00,7.20,8.80,93.30,91.80,16.00,28.00,12.00,37.00,0.00,1008.00,33.00,10.00,239.00,18.00,5.00,15.00,26.00,86.00,58.00,1.20,1010.00,24.00,7.00,139.00,20.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,1.00,132.00,4.00,7.20,8.80,93.30,91.80,23.00,5.00,2.00,57.00,0.00,1009.00,33.00,10.00,337.00,5.00,5.00,16.00,9.00,8.00,57.00,0.00,1011.00,25.00,10.00,105.00,8.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,4.00,119.00,-7.00,7.20,8.80,93.30,91.80,19.00,16.00,14.00,54.00,0.00,1008.00,30.00,10.00,263.00,12.00,5.00,12.00,10.00,14.00,38.00,0.00,1009.00,28.00,10.00,339.00,9.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,7.00,117.00,-7.00,7.20,8.80,93.30,91.80,19.00,10.00,5.00,53.00,0.00,1007.00,30.00,10.00,260.00,8.00,5.00,12.00,9.00,5.00,32.00,0.00,1006.00,30.00,10.00,308.00,8.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,-3.00,117.00,-16.00,7.20,8.80,93.30,91.80,20.00,21.00,6.00,55.00,0.00,1006.00,30.00,10.00,205.00,15.00,5.00,9.00,8.00,7.00,23.00,0.00,1005.00,32.00,10.00,311.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,-3.00,124.00,-9.00,7.20,8.80,93.30,91.80,18.00,11.00,9.00,51.00,0.00,1006.00,29.00,10.00,195.00,7.00,5.00,11.00,3.00,3.00,24.00,0.00,1004.00,35.00,10.00,156.00,3.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,6.00,122.00,-2.00,7.20,8.80,93.30,91.80,24.00,11.00,5.00,69.00,0.00,1007.00,30.00,10.00,189.00,10.00,5.00,12.00,5.00,0.00,21.00,0.00,1004.00,38.00,10.00,292.00,4.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,2.00,128.00,0.00,7.20,8.80,93.30,91.80,23.00,15.00,5.00,64.00,0.00,1009.00,30.00,10.00,207.00,12.00,5.00,11.00,10.00,0.00,21.00,0.00,1006.00,37.00,10.00,156.00,9.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,2.00,126.00,-2.00,7.20,8.80,93.30,91.80,23.00,18.00,8.00,65.00,0.00,1008.00,30.00,10.00,208.00,14.00,5.00,7.00,6.00,5.00,16.00,0.00,1005.00,37.00,10.00,240.00,5.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,10.00,127.00,7.00,7.20,8.80,93.30,91.80,22.00,23.00,7.00,63.00,0.00,1006.00,30.00,10.00,216.00,16.00,5.00,6.00,10.00,0.00,14.00,0.00,1005.00,39.00,10.00,324.00,9.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,8.00,118.00,-4.00,7.20,8.80,93.30,91.80,23.00,28.00,2.00,67.00,0.00,1005.00,30.00,10.00,206.00,20.00,5.00,5.00,15.00,0.00,14.00,0.00,1005.00,37.00,10.00,326.00,13.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,1.00,119.00,-10.00,7.20,8.80,93.30,91.80,23.00,35.00,1.00,62.00,0.00,1004.00,31.00,10.00,210.00,24.00,5.00,-1.00,16.00,0.00,9.00,0.00,1004.00,37.00,10.00,310.00,14.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,7.00,122.00,-1.00,7.20,8.80,93.30,91.80,23.00,35.00,0.00,66.00,0.00,1005.00,30.00,10.00,208.00,24.00,5.00,2.00,7.00,0.00,11.00,0.00,1003.00,38.00,10.00,300.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,11.00,123.00,3.00,7.20,8.80,93.30,91.80,23.00,36.00,0.00,67.00,0.00,1005.00,30.00,10.00,203.00,25.00,5.00,-1.00,11.00,0.00,8.00,0.00,1000.00,38.00,10.00,142.00,9.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,4.00,116.00,-10.00,7.20,8.80,93.30,91.80,7.00,12.00,1.00,44.00,0.00,1019.00,20.00,10.00,17.00,10.00,5.00,3.00,13.00,4.00,44.00,0.00,1020.00,16.00,10.00,113.00,11.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,11.00,127.00,9.00,7.20,8.80,93.30,91.80,7.00,12.00,0.00,36.00,0.00,1018.00,22.00,12.00,82.00,10.00,5.00,6.00,5.00,30.00,48.00,0.00,1019.00,17.00,18.00,100.00,3.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,16.00,127.00,13.00,7.20,8.80,93.30,91.80,21.00,21.00,76.00,75.00,0.40,1007.00,26.00,9.00,212.00,12.00,6.00,12.00,12.00,1.00,62.00,0.00,1011.00,20.00,10.00,304.00,10.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,2.00,112.00,-16.00,7.20,8.80,93.30,91.80,26.00,22.00,22.00,81.00,0.00,1007.00,29.00,10.00,190.00,17.00,5.00,-1.00,12.00,0.00,10.00,0.00,1006.00,36.00,10.00,282.00,10.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,7.00,122.00,-1.00,7.20,8.80,93.30,91.80,25.00,22.00,34.00,75.00,0.00,1002.00,30.00,10.00,199.00,16.00,5.00,11.00,11.00,0.00,16.00,0.00,998.00,42.00,10.00,171.00,9.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,7.00,119.00,-4.00,7.20,8.80,93.30,91.80,25.00,11.00,55.00,73.00,0.20,997.00,31.00,10.00,165.00,8.00,5.00,21.00,10.00,49.00,44.00,0.20,994.00,36.00,10.00,267.00,8.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,12.00,0.00,3.00,7.20,8.80,93.30,91.80,25.00,19.00,52.00,78.00,0.10,996.00,29.00,10.00,276.00,13.00,5.00,23.00,7.00,76.00,53.00,0.10,995.00,34.00,10.00,112.00,6.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,8.00,122.00,-1.00,7.20,8.80,93.30,91.80,25.00,21.00,43.00,84.00,0.00,1000.00,28.00,10.00,113.00,15.00,5.00,24.00,14.00,47.00,64.00,0.00,1000.00,32.00,10.00,109.00,12.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,8.00,118.00,-5.00,7.20,8.80,93.30,91.80,24.00,10.00,33.00,81.00,0.00,1008.00,28.00,10.00,179.00,7.00,5.00,17.00,9.00,8.00,48.00,0.00,1009.00,30.00,10.00,319.00,8.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,1.00,117.00,-12.00,7.20,8.80,93.30,91.80,19.00,13.00,3.00,67.00,0.00,1011.00,26.00,10.00,328.00,9.00,5.00,10.00,12.00,0.00,32.00,0.00,1011.00,28.00,10.00,282.00,10.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,11.00,123.00,4.00,7.20,8.80,93.30,91.80,12.00,12.00,1.00,56.00,0.00,1018.00,21.00,10.00,275.00,10.00,5.00,3.00,1.00,0.00,28.00,0.00,1021.00,22.00,10.00,174.00,1.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,6.00,119.00,-5.00,7.20,8.80,93.30,91.80,25.00,25.00,6.00,72.00,0.00,1004.00,31.00,10.00,203.00,18.00,5.00,10.00,5.00,5.00,19.00,0.00,1003.00,37.00,10.00,340.00,4.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,521.00,117.00,508.00,7.20,8.80,93.30,91.80,22.00,26.00,23.00,41.00,0.00,1003.00,38.00,9.00,195.00,22.00,14.00,12.00,16.00,28.00,20.00,0.00,1001.00,39.00,10.00,311.00,14.00,16.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,5.00,123.00,-3.00,7.20,8.80,93.30,91.80,26.00,18.00,1.00,73.00,0.00,1004.00,32.00,10.00,177.00,16.00,5.00,12.00,8.00,43.00,25.00,0.00,1004.00,34.00,10.00,195.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,6.00,115.00,-9.00,7.20,8.80,93.30,91.80,25.00,21.00,9.00,74.00,0.00,1006.00,31.00,10.00,200.00,16.00,5.00,13.00,9.00,42.00,26.00,0.00,1005.00,35.00,10.00,182.00,8.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,9.00,127.00,5.00,7.20,8.80,93.30,91.80,24.00,21.00,3.00,66.00,0.00,1004.00,31.00,10.00,197.00,16.00,5.00,12.00,6.00,22.00,25.00,0.00,1005.00,35.00,10.00,201.00,6.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,1.00,116.00,-13.00,7.20,8.80,93.30,91.80,26.00,21.00,5.00,71.00,0.00,1003.00,32.00,10.00,194.00,17.00,5.00,15.00,15.00,45.00,41.00,0.10,1004.00,30.00,10.00,304.00,12.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,5.00,112.00,-13.00,7.20,8.80,93.30,91.80,26.00,25.00,6.00,74.00,0.00,1005.00,31.00,10.00,194.00,19.00,5.00,13.00,13.00,4.00,29.00,0.00,1005.00,34.00,10.00,309.00,11.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,4.00,117.00,-9.00,7.20,8.80,93.30,91.80,26.00,18.00,11.00,77.00,0.00,1007.00,31.00,10.00,188.00,15.00,5.00,9.00,8.00,5.00,19.00,0.00,1006.00,36.00,10.00,282.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,9.00,117.00,-4.00,7.20,8.80,93.30,91.80,24.00,18.00,6.00,67.00,0.00,1006.00,31.00,10.00,191.00,15.00,5.00,8.00,8.00,6.00,17.00,0.00,1004.00,37.00,10.00,333.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,6.00,114.00,-10.00,7.20,8.80,93.30,91.80,23.00,23.00,1.00,59.00,0.00,1005.00,32.00,10.00,206.00,18.00,5.00,11.00,12.00,46.00,20.00,0.00,1002.00,37.00,10.00,307.00,9.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,-2.00,117.00,-15.00,7.20,8.80,93.30,91.80,23.00,27.00,4.00,64.00,0.00,1004.00,31.00,10.00,195.00,20.00,5.00,12.00,7.00,47.00,22.00,0.00,1001.00,38.00,10.00,174.00,6.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,10.00,122.00,2.00,7.20,8.80,93.30,91.80,25.00,34.00,7.00,72.00,0.00,1004.00,30.00,10.00,203.00,24.00,5.00,14.00,15.00,84.00,30.00,0.30,1003.00,34.00,9.00,194.00,11.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,15.00,119.00,4.00,7.20,8.80,93.30,91.80,25.00,30.00,40.00,73.00,0.00,1002.00,30.00,10.00,188.00,22.00,6.00,14.00,14.00,5.00,30.00,0.00,1003.00,35.00,10.00,336.00,12.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,4.00,116.00,-10.00,7.20,8.80,93.30,91.80,26.00,18.00,56.00,80.00,0.00,1002.00,30.00,10.00,217.00,14.00,5.00,12.00,9.00,0.00,21.00,0.00,1001.00,38.00,10.00,327.00,8.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,0.00,115.00,-16.00,7.20,8.80,93.30,91.80,27.00,23.00,44.00,80.00,0.00,1003.00,30.00,10.00,192.00,17.00,5.00,9.00,7.00,0.00,16.00,0.00,1001.00,40.00,10.00,305.00,6.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,10.00,117.00,-3.00,7.20,8.80,93.30,91.80,26.00,18.00,2.00,74.00,0.00,1003.00,32.00,10.00,192.00,15.00,5.00,2.00,6.00,0.00,10.00,0.00,1001.00,40.00,10.00,151.00,5.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,7.00,117.00,-6.00,7.20,8.80,93.30,91.80,25.00,18.00,5.00,64.00,0.00,1002.00,32.00,10.00,180.00,14.00,5.00,4.00,7.00,0.00,10.00,0.00,999.00,42.00,10.00,270.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,11.00,119.00,0.00,7.20,8.80,93.30,91.80,26.00,23.00,17.00,72.00,0.00,1002.00,31.00,10.00,199.00,17.00,5.00,4.00,7.00,0.00,9.00,0.00,998.00,43.00,10.00,240.00,6.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,10.00,119.00,-2.00,7.20,8.80,93.30,91.80,25.00,33.00,14.00,72.00,0.00,1003.00,31.00,10.00,193.00,24.00,5.00,8.00,14.00,0.00,13.00,0.00,998.00,42.00,10.00,294.00,12.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,11.00,123.00,4.00,7.20,8.80,93.30,91.80,8.00,14.00,12.00,51.00,0.00,1018.00,19.00,10.00,276.00,9.00,5.00,6.00,10.00,27.00,53.00,0.00,1018.00,16.00,10.00,68.00,8.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,2.00,128.00,0.00,7.20,8.80,93.30,91.80,7.00,9.00,2.00,37.00,0.00,1015.00,23.00,10.00,156.00,7.00,5.00,13.00,13.00,77.00,74.00,0.30,1013.00,17.00,9.00,129.00,9.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,10.00,133.00,14.00,7.20,8.80,93.30,91.80,14.00,10.00,50.00,57.00,0.00,1009.00,23.00,10.00,27.00,6.00,5.00,12.00,12.00,2.00,62.00,0.00,1012.00,20.00,10.00,291.00,10.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,2.00,118.00,-10.00,7.20,8.80,93.30,91.80,24.00,17.00,8.00,76.00,0.00,1008.00,28.00,10.00,133.00,13.00,5.00,10.00,6.00,3.00,23.00,0.00,1007.00,34.00,10.00,158.00,5.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,16.00,119.00,4.00,7.20,8.80,93.30,91.80,25.00,20.00,8.00,73.00,0.00,1006.00,30.00,10.00,226.00,15.00,6.00,-4.00,12.00,0.00,7.00,0.00,1004.00,37.00,10.00,271.00,10.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,8.00,119.00,-3.00,7.20,8.80,93.30,91.80,26.00,28.00,79.00,76.00,2.50,1002.00,30.00,6.00,194.00,15.00,5.00,11.00,8.00,11.00,16.00,0.00,998.00,41.00,10.00,220.00,7.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,7.00,119.00,-4.00,7.20,8.80,93.30,91.80,26.00,11.00,53.00,79.00,0.00,994.00,30.00,10.00,181.00,8.00,5.00,21.00,11.00,22.00,45.00,0.00,993.00,35.00,10.00,156.00,9.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,515.00,0.00,505.00,7.20,8.80,93.30,91.80,25.00,43.00,87.00,64.00,0.40,992.00,33.00,9.00,80.00,30.00,14.00,23.00,11.00,43.00,47.00,0.00,993.00,37.00,10.00,133.00,8.00,16.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,14.00,119.00,2.00,7.20,8.80,93.30,91.80,25.00,21.00,59.00,85.00,0.00,998.00,28.00,9.00,117.00,15.00,5.00,23.00,14.00,32.00,58.00,0.00,998.00,33.00,10.00,125.00,12.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,5.00,119.00,-6.00,7.20,8.80,93.30,91.80,25.00,11.00,46.00,82.00,0.10,1009.00,28.00,10.00,195.00,7.00,5.00,15.00,10.00,4.00,42.00,0.00,1010.00,30.00,10.00,311.00,8.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,9.00,115.00,-6.00,7.20,8.80,93.30,91.80,18.00,11.00,2.00,60.00,0.00,1010.00,26.00,10.00,269.00,8.00,5.00,9.00,7.00,3.00,31.00,0.00,1009.00,28.00,10.00,215.00,6.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,5.00,116.00,-9.00,7.20,8.80,93.30,91.80,13.00,7.00,5.00,60.00,0.00,1018.00,21.00,10.00,172.00,4.00,5.00,9.00,4.00,3.00,43.00,0.00,1021.00,22.00,10.00,166.00,4.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,3.00,115.00,-13.00,7.20,8.80,93.30,91.80,28.00,17.00,12.00,76.00,0.00,998.00,32.00,20.00,150.00,14.00,5.00,14.00,22.00,45.00,23.00,0.00,997.00,40.00,20.00,292.00,19.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,4.00,108.00,-19.00,7.20,8.80,93.30,91.80,24.00,19.00,29.00,53.00,0.00,996.00,35.00,19.00,196.00,14.00,5.00,15.00,21.00,0.00,25.00,0.00,996.00,39.00,20.00,293.00,19.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,6.00,113.00,-11.00,7.20,8.80,93.30,91.80,24.00,24.00,30.00,59.00,0.00,998.00,33.00,20.00,205.00,16.00,5.00,14.00,25.00,2.00,25.00,0.00,996.00,38.00,20.00,288.00,20.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,18.00,110.00,-1.00,7.20,8.80,93.30,91.80,23.00,17.00,34.00,53.00,0.00,998.00,34.00,20.00,221.00,14.00,6.00,18.00,28.00,41.00,32.00,0.00,997.00,37.00,20.00,281.00,23.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,7.00,119.00,-4.00,7.20,8.80,93.30,91.80,24.00,25.00,11.00,63.00,0.00,998.00,33.00,20.00,215.00,18.00,5.00,19.00,24.00,44.00,38.00,0.00,998.00,35.00,18.00,289.00,20.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,10.00,0.00,0.00,7.20,8.80,93.30,91.80,23.00,11.00,22.00,61.00,0.00,998.00,32.00,20.00,193.00,9.00,5.00,17.00,12.00,57.00,38.00,0.00,998.00,34.00,18.00,256.00,9.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,4.00,113.00,-13.00,7.20,8.80,93.30,91.80,25.00,13.00,17.00,64.00,0.00,999.00,32.00,17.00,188.00,10.00,5.00,18.00,13.00,8.00,41.00,0.00,998.00,34.00,14.00,190.00,12.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,10.00,0.00,0.00,7.20,8.80,93.30,91.80,25.00,16.00,27.00,67.00,0.00,1000.00,32.00,10.00,156.00,12.00,5.00,20.00,12.00,6.00,51.00,0.00,1001.00,32.00,10.00,145.00,10.00,7.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7.00,8.50,8.70,7.99,7.30,9.10,16.00,123.00,9.00,7.20,8.80,93.30,91.80,24.00,19.00,40.00,72.00,1.50,1002.00,30.00,8.00,139.00,12.00,6.00,16.00,5.00,12.00,28.00,0.00,1000.00,38.00,10.00,180.00,4.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
